Catalog#,Artist,Title,Label,Format,Rating,Released,release_id,CollectionFolder,Date Added,Collection Media Condition,Collection Sleeve Condition,Collection Notes
PRC-327,Xiu Xiu,Forget,Teenage Menopause Records,"LP, Album, Ltd, Lig",,2017,9901353,"LP - 12""",2018-10-01 00:18:25,,,
TMR021,Xiu Xiu,Forget,Teenage Menopause Records,"LP, Album, Ltd, Whi",,2017,10316809,"LP - 12""",2017-06-15 22:14:56,,,
teenbeat 100,Various,Teenbeat 100,Teenbeat,"7""",5,1993,804891,"7""",2015-09-14 20:38:40,,,
teenbeat 105.,Unrest (2),Cath Carroll,Teenbeat,"7"", Pur",5,1993,953530,"7""",2015-09-28 07:22:13,,,
TEENBEAT 77,Unrest (2),Imperial F.F.R.R.,Teenbeat,"LP, Album, RE, RP, Whi",,2015,7001303,"LP - 12""",2015-09-11 04:11:54,,,
"TeenBeat 84, HMS-184-7",Unrest (2),Bavarian Mods And Other Hits,"Teenbeat, Homestead Records","7"", Cle",5,1992,1627222,"7""",2015-09-18 03:45:46,,,
"133, NO 133",Unrest (2),Animal Park,"Teenbeat, Teenbeat","7""",5,1994,791676,"7""",2015-09-14 21:08:30,,,
"66, teenbeat no. 66",Eggs,Skyscraper / Ocelot,"Teenbeat, Teenbeat","7"", Single, Ltd, Whi",5,1991,1202106,"7""",2015-09-18 03:49:37,,,
"teenbeat76v, TeenBeat 76",Eggs,Bruiser,"Teenbeat, Teenbeat","LP, Album",,1994,1428734,"LP - 12""",2015-09-10 04:00:05,,,
TR003,The Pussywillows,Spring Fever!,Telstar Records,"LP, Album",,1988,3285043,"LP - 12""",2018-10-29 00:43:52,,,"1,2,3,4 Go!, Oakland"
TRR 74,Mono (7),New York Soundtracks,Temporary Residence Limited,LP,,2004,529799,"LP - 12""",2015-09-14 02:19:06,,,
TRR 98,Mono (7),You Are There,Temporary Residence Limited,"LP, Gre + LP, Blu + Album, Ltd",,2006,4134709,"LP - 12""",2015-09-14 02:21:29,,,
TRR68,Mono (7),"Walking Cloud And Deep Red Sky, Flag Fluttered And The Sun Shined",Temporary Residence Limited,"2xLP, Album",,2004,528612,"LP - 12""",2015-09-14 02:20:40,,,
TRR84,Sleeping People,Sleeping People,Temporary Residence Limited,"LP, Album",,2005,1834139,"LP - 12""",2015-09-14 04:06:07,,,
TLE-081,Y La Bamba,Mujeres,Tender Loving Empire,"LP, Album",,2019,13294330,"LP - 12""",2019-05-25 21:05:06,,,
none,Pixies,Into The White- BBC Recordings From 1988 And 1989,Tensionesque,"LP, Comp, Ltd, Unofficial",,2010,2791253,"LP - 12""",2015-09-18 01:06:41,,,
TR013,Solange (2),Losing You,Terrible Records (2),"12"", Single",,2012,4034108,"LP - 12""",2017-01-14 04:21:19,,,
TR015,Solange (2),True,Terrible Records (2),"12"", EP",,2013,4174227,"LP - 12""",2015-09-14 04:07:13,,,
TR079,Empress Of,Us,Terrible Records (2),"LP, Album",,2018,12683046,"LP - 12""",2018-11-05 03:53:16,,,"Amoeba, Berkeley"
TR092,Empress Of,I'm Your Empress Of,Terrible Records (2),"LP, Album",,2020,15686000,"LP - 12""",2020-11-23 22:11:57,,,
TEXT018,Four Tet,Pink,Text Records,"2xLP, Album, Club, RM, 180",,2015,7467715,"LP - 12""",2016-10-09 00:05:51,,,
CGO048,PJ Harvey,White Chalk,"The Control Group, Island Records","LP, Album, 180",,2007,2319302,"LP - 12""",2016-10-29 01:48:43,,,
PINKY 5,The June Brides,There Are Eight Million Stories...,The Pink Label,"LP, Album, Red",,1985,1376493,"LP - 12""",2015-09-14 01:11:54,,,
SR 010,Blood On The Wall,Blood On The Wall,The Social Registry,LP,,2004,1314138,"LP - 12""",2015-09-09 05:09:25,,,
TSR020,Blood On The Wall,Awesomer,The Social Registry,"LP, Whi",,2005,659864,"LP - 12""",2015-09-09 05:09:59,,,
TSR060,Blood On The Wall,Liferz,The Social Registry,"LP, Album",,2008,2346768,"LP - 12""",2015-09-09 05:09:51,,,
"TMR-632, TMR632",Boris (3),Akuma No Uta,"Third Man Records, Third Man Records","LP, Album, RE",,2019,14180702,"LP - 12""",2020-11-08 23:17:48,,,
Thrill 12.41,Future Islands,In The Fall,Thrill Jockey,"12"", EP, Ltd, Cle",,2014,5993010,"LP - 12""",2015-10-25 05:19:14,,,
thrill 156,ADULT.,D.U.M.E.,Thrill Jockey,"12"", EP",,2005,443618,"LP - 12""",2016-08-28 04:02:32,,,
thrill 159,ADULT.,Gimmie Trouble,Thrill Jockey,"LP, Album",,2005,541011,"LP - 12""",2015-07-20 01:08:40,,,
thrill 221,Boredoms,Super Roots 10 - Ant 10,Thrill Jockey,"2x12"", Album",,2009,1942761,"LP - 12""",2016-09-07 02:11:16,,,
THRILL 235,Future Islands,In Evening Air,Thrill Jockey,"LP, Album, RP",,2010,6913996,"LP - 12""",2015-09-10 04:10:29,,,
THRILL 238,High Places,High Places Vs Mankind,Thrill Jockey,"LP, Album",,2010,2256866,"LP - 12""",2015-09-13 00:33:03,,,
THRILL 285,Future Islands,On The Water,Thrill Jockey,"LP, Album",,2011,3244449,"LP - 12""",2015-09-10 04:06:44,,,
Thrill 368,The Soft Pink Truth,Why Do The Heathen Rage,Thrill Jockey,"LP, Album",,2014,5830523,"LP - 12""",2015-09-11 03:32:53,,,
THRILL 379,The Body (3) / Sandworm,The Body / Sandworm,Thrill Jockey,"LP, Ltd, Cle",,2014,6171651,"LP - 12""",2016-07-23 19:27:41,,,
thrill 401,Matmos,Ultimate Care II,Thrill Jockey,"LP, Album, Ltd, Cle",,2016,8131035,"LP - 12""",2016-02-29 02:40:08,,,
THRILL 407,The Body (3),No One Deserves Happiness,Thrill Jockey,"2xLP, Album",,2016,8220017,"LP - 12""",2016-05-15 21:56:35,,,
TSF-020,Special Interest (2),The Passion Of,Thrilling Living Records,"LP, Album",,2020,15881549,"LP - 12""",2020-11-20 19:30:08,,,
TIGM004LP,Various,"Peru Bravo (Funk, Soul & Psych From Peru's Radical Decade)","Tiger's Milk Records, Strut","2xLP, Comp",,2014,6245883,"LP - 12""",2016-09-18 01:52:56,,,
TAR31LP,XXL (4),Düde,Tin Angel Records,"LP, Album",,2012,3753332,"LP - 12""",2015-09-09 06:54:19,,,
TE128,Cayetana,Hot Dad Calendar,Tiny Engines,"7"", Min",5,2014,5751693,"7""",2018-10-02 00:42:13,,,
TE136,Cayetana, Nervous Like Me,Tiny Engines,"LP, Whi",,2014,6107264,"LP - 12""",2015-09-13 23:30:27,,,
130LP,Parenthetical Girls,The Scottish Play,Tomlab,"10"", MiniAlbum",,2009,2044588,"10""",2014-03-26 04:35:36,,,
tom  33,Xiu Xiu,Knife Play,Tomlab,"LP, Album",,2003,693648,"LP - 12""",2014-03-26 04:20:25,,,
tom 16 lp,Casiotone For The Painfully Alone,Pocket Symphonies For Lonesome Subway Cars,Tomlab,"LP, Album",,2001,662354,"LP - 12""",2018-12-16 02:51:10,,,
tom 21 lp,Casiotone For The Painfully Alone,Answering Machine Music,Tomlab,"LP, Album",,2002,836347,"LP - 12""",2015-09-09 05:31:42,,,
tom 31 lp,Casiotone For The Painfully Alone,Twinkle Echo,Tomlab,"LP, Album",,2003,662358,"LP - 12""",2015-09-09 05:32:28,,,
tom 33,Xiu Xiu,Knife Play,Tomlab,"CD, Album",,2003,219438,CD,2015-08-16 03:40:54,,,
tom 51G,Casiotone For The Painfully Alone,The Tomlab Alphabet Singles Series G,Tomlab,"7"", Single, Ltd",5,2005,791764,"7""",2015-09-18 03:51:10,,,
tom 54 lp,Final Fantasy (2),Has A Good Home,Tomlab,"LP, Album",,2005,532631,"LP - 12""",2015-09-10 04:03:07,,,
tom 65 lp,Casiotone For The Painfully Alone,Etiquette,Tomlab,"LP, Album",,2006,662338,"LP - 12""",2019-04-15 00:16:25,,,
tom 74,Casiotone For The Painfully Alone,Bobby Malone Moves Home,Tomlab,"7"", Single",5,2006,836600,"7""",2015-09-18 04:19:20,,,
TOM V/104,The Dead Science,The Tomlab Alphabet Singles Series V,Tomlab,"7"", Single, Ltd",5,2008,1336699,"7""",2015-02-24 00:25:09,,,
TOM Z/114,Parenthetical Girls,The Tomlab Alphabet Singles Series Z,Tomlab,"7"", Single, Ltd",5,0,2634816,"7""",2015-02-24 00:18:00,,,
TOM127LP,Casiotone For The Painfully Alone,Advance Base Battery Life,Tomlab,"LP, Comp",,2009,1802552,"LP - 12""",2015-09-09 05:32:04,,,
Tom128LP,Casiotone For The Painfully Alone,Vs. Children,Tomlab,"LP, Album",,2009,1797157,"LP - 12""",2015-09-09 05:31:28,,,
TOM64,Casiotone For The Painfully Alone,Young Shields,Tomlab,"7""",5,2006,909435,"7""",2015-09-09 06:47:01,,,
"tom 90 lp, ATPR LP26",Deerhoof,Friend Opportunity,"Tomlab, ATP Recordings","LP, Album",,2007,925234,"LP - 12""",2015-09-13 23:54:01,,,
"TOM120LP, TOM 120 LP, SMS010",Parenthetical Girls,Entanglements,"Tomlab, Tomlab, Slender Means Society","LP, Album, Whi",,2008,1655742,"LP - 12""",2014-03-26 04:35:31,,,
"TOM124S, TOM 124 S, none",Parenthetical Girls,A Song For Ellie Greenwich,"Tomlab, Tomlab, Slender Means Society","7"", Single",5,2008,1521757,"7""",2015-02-24 00:17:54,,,
PURE 142 LP,Electrelane,The Power Out,Too Pure,"LP, Album, RP, Gat",,2013,5168312,"LP - 12""",2016-05-02 05:33:07,,,
PURE 201 LP,Electrelane,No Shouts No Calls,Too Pure,"2xLP, Album, RP, Gat",,2013,5187098,"LP - 12""",2016-05-02 05:30:28,,,
PURE 4,Stereolab,Super-Electric,Too Pure,"10"", EP, RP",,1991,4439909,"10""",2015-12-21 04:12:50,,,
PURE LP 11,Stereolab,Peng!,Too Pure,"LP, Album, RE",,2008,1584182,"LP - 12""",2016-01-03 18:55:36,,,
B0031795-01,PJ Harvey,Dry,"Too Pure, Island Records, UMe","LP, Album, RE, RM",,2020,15656810,"LP - 12""",2020-11-25 02:38:09,,,
B0027771-01,Kendrick Lamar,Damn.,"Top Dawg Entertainment, Aftermath Entertainment, Interscope Records","2xLP, Album, Ltd, Num, Cle",,2018,11568275,"LP - 12""",2018-03-03 23:53:26,,,
"8985-44919-1, 88985-44919-1",SZA (2),Ctrl,"Top Dawg Entertainment, RCA","2xLP, Album, Gre",,2017,11150838,"LP - 12""",2018-01-16 02:01:27,,,
TG118,Seam,The Problem With Me,Touch And Go,"LP, Album",,1993,1339835,"LP - 12""",2015-02-24 00:21:57,,,
TG142LP,Seam,Are You Driving Me Crazy?,Touch And Go,"LP, Album",,1995,1362864,"LP - 12""",2015-02-24 00:21:51,,,
TG175,Seam,The Pace Is Glacial,Touch And Go,"LP, Album",,1998,1242667,"LP - 12""",2015-02-24 00:21:34,,,
tg196,Blonde Redhead,In An Expression Of The Inexpressible,Touch And Go,"LP, Album",,1998,711337,"LP - 12""",2016-08-20 22:06:13,,,
TG216,Blonde Redhead,Melody Of Certain Damaged Lemons,Touch And Go,"LP, Album",,2000,640555,"LP - 12""",2016-09-07 02:09:45,,,
TG219,Blonde Redhead,Mélodie Citronique,Touch And Go,"12"", EP",,2000,640539,"LP - 12""",2016-09-18 01:48:41,,,
TG220,The New Year,Newness Ends,Touch And Go,"LP, Album, Gat",,2001,2273744,"LP - 12""",2016-05-02 05:16:04,,,
TG237,Pinback,Summer In Abaddon,Touch And Go,"LP, Album",,2004,1308143,"LP - 12""",2016-06-19 18:32:13,,,
TG247,!!!,Me And Giuliani Down By The School Yard (A True Story),Touch And Go,"12""",,2003,189303,"LP - 12""",2015-09-09 04:50:58,,,
tg260,!!!,Hello? Is This Thing On?,Touch And Go,"12""",,2004,385332,"LP - 12""",2015-09-09 04:50:11,,,
TG454,The Jesus Lizard,Head,Touch And Go,"LP, Album, RE, RM, Gat",,2009,2198039,"LP - 12""",2015-09-13 00:41:29,,,
TLV097,Priests (2),Early Recordings,Tough Love Records,"LP, Comp, Ltd, Opa",,2017,10176274,"LP - 12""",2020-06-14 22:02:14,,,
"TR-67, BH07RJN12, BH07, TR067BH07RJN5637:05",Bedhead,Transaction De Novo,"Trance Syndicate Records, Trance Syndicate Records, Trance Syndicate Records, Trance Syndicate Records","LP, Album, 180",,1998,793532,"LP - 12""",2015-09-09 04:18:49,,,
T-10413,Angelica Maria,Lo Mejor De...,Trebol,"LP, Comp",,1973,13505365,"LP - 12""",2020-01-23 18:00:46,,,
TR 086,The Paper Chase,God Bless Your Black Heart,Trost Records,"2xLP, Album",,2004,1259984,"LP - 12""",2015-09-11 02:47:46,,,
TR 090,The Paper Chase,Now You Are One Of Us,Trost Records,"2xLP, Album",,2006,969479,"LP - 12""",2015-09-11 02:48:39,,,
TIM124,Omni (16),Multi-task,Trouble In Mind,"LP, Album",,2017,10917012,"LP - 12""",2019-02-02 23:45:01,,,
TMU 081,Erase Errata,Other Animals,Troubleman Unlimited,"LP, Album",,2001,932987,"LP - 12""",2015-09-10 04:00:51,,,
TMU 106,Glass Candy,Love Love Love,Troubleman Unlimited,"LP, Album",,2002,1380852,"LP - 12""",2017-11-05 00:38:38,,,
TMU 107,Erase Errata,Dancing Machine: Erase Errata Remix Record,Troubleman Unlimited,"12""",,2003,229247,"LP - 12""",2015-09-13 00:33:57,,,
TMU 116,Glass Candy,Bicicleta Emocional,Troubleman Unlimited,"7"", Single",5,2003,908999,"7""",2015-09-14 20:44:03,,,
TMU 119,Erase Errata,At Crystal Palace,Troubleman Unlimited,"LP, Album, Gat",,2003,933680,"LP - 12""",2017-01-23 03:20:50,,,
TMU 174,Meneguar,I Was Born At Night,Troubleman Unlimited,"LP, Album, RM",,2006,1158107,"LP - 12""",2015-09-14 02:11:18,,,
TMU 196,Blank Dogs,On Two Sides,Troubleman Unlimited,"LP, Album, Ltd, Yel",,2008,1621430,"LP - 12""",2015-09-09 05:02:35,,,
TMU193,Meneguar,Strangers In Our House,Troubleman Unlimited,"LP, Gre",,2007,2783739,To Sell,2015-09-14 02:13:06,,,
TMU7-00149,Glass Candy & The Shattered Theatre,Bräckliga Kvinnor,Troubleman Unlimited,"7"", RE",5,2003,1038386,"7""",2015-09-14 20:48:12,,,
TRUE-022,Hunx And His Punx,Gay Singles,True Panther Sounds,LP,,2009,1960520,"LP - 12""",2015-09-14 00:42:15,,,
TRUE-126,King Krule,The Ooz,"True Panther Sounds, XL Recordings","2xLP, Album",,2017,10984647,"LP - 12""",2017-12-18 03:02:26,,,
13095,Bully (10),Bully EP,TTR Records,"7"", EP, Ltd, RP, Tou",5,2015,6842292,"7""",2016-07-23 20:50:24,,,
13095,Bully (10),Bully EP,TTR Records,"7"", EP, 3rd",5,2013,5671935,"7""",2018-10-02 00:37:56,,,
TURN014,Xiu Xiu Vs. Bunkbed,Xiu Xiu Vs. Bunkbed,Turn Records,"7"", Cle",5,2005,1041294,"7""",2014-03-26 04:29:44,,,
B0019338-01,The Velvet Underground,White Light/White Heat,"UMe, Verve Records","2xLP, Album, Dlx, RE, 45t",,2013,5184151,"LP - 12""",2016-06-12 00:22:06,,,
UTS 002,Erase Errata,Lost Weekend,Under The Sun,"12"", MiniAlbum, lav",,2015,6697595,"LP - 12""",2015-09-19 07:17:25,,,
UPLP011,The Twerps (2),Twerps,Underwater Peoples Records,"LP, Album",,2011,3268591,"LP - 12""",2015-10-25 04:35:27,,,
UA-LA630-G,Electric Light Orchestra,Olé ELO,United Artists Records,"LP, Comp",,1976,4997885,"LP - 12""",2019-04-29 01:48:16,,,
USA-29414,Can,Ege Bamyasi,United Artists Records,"LP, Album, RE",,0,3286043,"LP - 12""",2015-09-16 04:04:47,,,
B0014023-01,Erykah Badu,New Amerykah Part Two: Return Of The Ankh,Universal Motown,"2xLP, Album, Gat",,2010,2229427,"LP - 12""",2016-02-13 23:24:54,,,
"B0014458-01, none",Crystal Castles,Crystal Castles,"Universal Motown, Fiction Records, Lies Records, Last Gang Records","2xLP, Album",,2010,2347545,"LP - 12""",2015-12-21 04:09:59,,,
B0008994-01,Amy Winehouse,Back To Black,Universal Republic Records,"LP, Album",,2006,2848009,"LP - 12""",2016-06-12 22:55:18,,,
US LP 10,ESG,A South Bronx Story,Universal Sound,"2xLP, Comp",,2000,42946,"LP - 12""",2017-04-27 03:09:42,,,
UTR 045V,Former Ghosts,New Love.,Upset! The Rhythm,"LP, Album",,2010,2525289,"LP - 12""",2015-09-12 06:29:13,,,
UTR034,Xiu Xiu / Parenthetical Girls,I Am Hated For Loving / Handsome Devil,Upset! The Rhythm,"7"", Ltd, Gra",5,2009,1992541,"7""",2014-03-26 04:31:22,,,
UTR035,Former Ghosts,Fleurs,Upset! The Rhythm,"LP, Album, Whi",,2009,1992501,"LP - 12""",2015-08-22 08:57:11,,,
UTR091V,Xiu Xiu,Forget,Upset! The Rhythm,"LP, Album, Ltd, Tra",,2017,9906705,"LP - 12""",2017-02-28 21:05:32,,,
UTR10LP,BARR,Summary,Upset! The Rhythm,"LP, Album, Whi",,2007,1538279,"LP - 12""",2015-09-09 04:30:07,,,
UTR113,Xiu Xiu,Girl With Basket Of Fruit,Upset! The Rhythm,"LP, Album, Pur",,2019,13198977,"LP - 12""",2019-02-19 21:32:30,,,
422 860 953-1,Saves The Day,Stay What You Are,Vagrant Records,"LP, Album",,2001,1870684,"LP - 12""",2016-01-30 03:25:55,,,
VR4413,Saves The Day,Ups & Downs: Early Recordings And B-Sides,"Vagrant Records, BMG","LP, Comp, Ltd, RE, 180",,2017,10970244,"LP - 12""",2018-12-30 00:39:19,,,
026,Glass Candy & The Shattered Theatre,Smashed Candy,Vermin Scum Records,"12"", S/Sided",,2001,1152564,"LP - 12""",2017-08-12 19:27:50,,,
6,The Hated,Every Song,Vermin Scum Records,"LP, Album",,1989,2126937,"LP - 12""",2016-11-11 18:47:46,,,
VER.C 005,Oneida / Liars,"Atheists, Reconsider",Version City Records,LP,,2002,610122,"LP - 12""",2015-09-11 03:59:00,,,
VEL-2003,Kraftwerk,Autobahn,Vertigo,"LP, Album, Pit",,1974,10303823,"LP - 12""",2018-04-28 19:10:34,,,
VOG 1 3362,Love And Rockets,Seventh Dream Of Teenage Heaven,"Vertigo, Beggars Banquet","LP, Album, Gat",,1985,1568415,"LP - 12""",2016-01-17 23:32:56,,,
V6-5008,The Velvet Underground & Nico (3),The Velvet Underground & Nico,Verve Records,"LP, Album, RE, Gat",,1973,3559116,"LP - 12""",2015-09-24 01:04:51,,,
"823 290-1 Y-1, V6 5008",The Velvet Underground & Nico (3),The Velvet Underground & Nico,"Verve Records, Verve Records","LP, Album, RE, RM",,1985,3494799,"LP - 12""",2016-03-26 05:35:31,,,
1004,Various,Naughty Songs - Breasts And Thighs And Other Toys In Songs And Sighs,Vibrant Records (5),"LP, Comp",,0,6218998,"LP - 12""",2019-04-29 02:17:33,,,
80013-1,The Raveonettes,In And Out Of Control,Vice Records,"LP, Album",,2009,3578504,"LP - 12""",2016-05-02 05:04:43,,,
VCA 80024-1,The Raveonettes,Raven In The Grave,Vice Records,"LP, Album",,2011,2821872,"LP - 12""",2016-08-24 21:21:13,,,
VCA 80329-1,The Raveonettes,Observator,Vice Records,"LP, Album",,2012,3871260,"LP - 12""",2016-09-18 01:40:41,,,
VCA80002-1,The Raveonettes,Lust Lust Lust,Vice Records,"LP, Album",,2008,4186262,"LP - 12""",2016-09-18 01:40:24,,,
VICE004LP,The Black Lips,Good Bad Not Evil,Vice Records,"LP, Album",,2007,3894685,"LP - 12""",2016-12-30 21:18:51,,,
VR145,Thursday,Full Collapse,Victory Records,"LP, Album, Ltd, RP, Blu",,2011,3144557,"LP - 12""",2015-09-11 03:48:44,,,
VIN180LP012,Cocteau Twins,Garlands,"Vinyl 180, 4AD","LP, Album, RE, RM, 180",,2009,1863496,"LP - 12""",2017-08-30 00:58:13,,,
VCR-007,Black Randy & The Metrosquad,"Pass The Dust, I Think I'm Bowie",Vinyl Countdown,"2xVinyl, Album, RE",,2009,1674821,"LP - 12""",2015-10-26 02:11:57,,,
TASK 6,Northern Picture Library,Love Song For The Dead Ché,Vinyl Japan,"12"", Single",,1993,2298297,"LP - 12""",2019-03-02 23:40:06,,,
VP 80000,Warsaw (3),Warsaw,Vinyl Passion,"LP, Ltd, RE, Unofficial",,2007,1154144,"LP - 12""",2015-09-11 04:48:40,,,
0777 7 88267 4 3,The Smashing Pumpkins,Siamese Dream,Virgin,"Cass, Album",,1993,1298302,Cassettes,2017-09-30 17:26:15,,,
7243 8 39834 45,The Smashing Pumpkins,Pisces Iscariot,Virgin,"Cass, Comp",,1994,1443067,Cassettes,2017-09-30 20:47:43,,,
VA 13137,The Flying Lizards,The Flying Lizards,Virgin,"LP, Album, SP ",,1979,389570,"LP - 12""",2015-11-16 04:39:04,,,
XDUSTLP 11,The Chemical Brothers,No Geography,Virgin EMI Records,"2xLP, Album, 180",,2019,13399166,"LP - 12""",2019-04-13 20:59:23,,,
"DD 4, DD4",The Monochrome Set,"""Strange Boutique""","Virgin International, Virgin International","LP, Album",,1980,3794908,"LP - 12""",2016-11-12 03:46:12,,,
7243 8 40861 4 5,The Smashing Pumpkins,Mellon Collie And The Infinite Sadness,Virgin Records America,"2xCass, Album",,1995,4940523,Cassettes,2017-09-30 21:29:26,,,
7243 8 42876 4 1,Blur,Blur,"Virgin, Food, Parlophone","Cass, Album, Dol",,1997,8337341,Cassettes,2017-09-30 17:11:30,,,
"V2940, 7243 8496061 2, 8496061",Daft Punk,Discovery,"Virgin, Virgin, Virgin","2xLP, Album, Gat",,2001,2879,"LP - 12""",2015-09-10 03:51:59,,,
none,Limp Wrist,Limp Wrist,"Waiting Records, Lengua Armada Discos, Limp Wrist Records","12"", S/Sided, EP",,2009,2198288,"LP - 12""",2015-09-14 01:17:48,,,
"WOS 040DLP, 949.2040.012",Mogwai,The Hawk Is Howling,"Wall Of Sound, [PIAS] Entertainment Group","2xLP, Album",,2008,1466896,"LP - 12""",2019-03-17 20:39:56,,,
47984-1,Muse,Origin Of Symmetry,Warner Bros. Records,"2xLP, Album, RE, Gat",,2009,1903476,"LP - 12""",2016-03-07 05:13:55,,,
92 37161,Vanity 6,Vanity 6,Warner Bros. Records,"LP, Album",,1982,143577,"LP - 12""",2016-08-28 03:41:06,,,
BS 2584,Malo (2),Malo,Warner Bros. Records,"LP, Album, Pit",,1972,686731,"LP - 12""",2019-04-29 03:16:27,,,
BS 3068,Ennio Morricone,Exorcist II: The Heretic,Warner Bros. Records,LP,,1977,434270,"LP - 12""",2015-09-14 20:00:18,,,
BSK 3355,The B-52's,The B-52's,Warner Bros. Records,"LP, Album, Los",,1979,508401,"LP - 12""",2015-09-09 04:32:07,,,
BSK 3398,Wire,154,Warner Bros. Records,"LP, Album",,1979,2085358,"LP - 12""",2016-04-19 21:57:52,,,
BSK 3446,Gang Of Four,Entertainment!,Warner Bros. Records,"LP, Album",,1980,449277,"LP - 12""",2015-09-14 00:19:44,,,
BSK 3471,The B-52's,Wild  Planet,Warner Bros. Records,"LP, Album",,1980,528139,"LP - 12""",2015-11-01 07:14:26,,,
M5 3147,Sex Pistols,Never Mind The Bollocks Here's The Sex Pistols,Warner Bros. Records,"Cass, Album, RE, AR",,0,4533244,Cassettes,2017-09-30 16:47:59,,,
"4-25656, 9 25656-4",The Jesus And Mary Chain,Darklands,"Warner Bros. Records, Blanco Y Negro","Cass, Album, SR,",,1987,1291002,Cassettes,2017-09-30 16:56:22,,,
"9 26015-4, 4-26015",The Jesus And Mary Chain,Automatic,"Warner Bros. Records, Blanco Y Negro","Cass, Album",,1989,2183732,Cassettes,2017-09-30 16:30:49,,,
"1-23819, 9 23819-1",The B-52's,Whammy!,"Warner Bros. Records, Warner Bros. Records","LP, Album, Win",,1983,76872,"LP - 12""",2015-10-19 04:28:46,,,
"1887, WS 1887",Black Sabbath,Paranoid,"Warner Bros. Records, Warner Bros. Records","LP, Album, Pit",,1971,374185,"LP - 12""",2015-09-24 02:02:33,,,
"9 25544-4, 4-25544",Hüsker Dü,Warehouse: Songs And Stories,"Warner Bros. Records, Warner Bros. Records","Cass, Album, AR",,1987,1451301,Cassettes,2017-09-30 17:23:17,,,
"9 26316-4, 4-26316",Angelo Badalamenti,Soundtrack From Twin Peaks,"Warner Bros. Records, Warner Bros. Records","Cass, Album, SR,",,1990,365199,Cassettes,2017-09-30 17:12:02,,,
"9 45166-4, 4-45166",Saint Etienne,So Tough,"Warner Bros. Records, Warner Bros. Records","Cass, Album",,1993,5810662,Cassettes,2017-09-30 16:26:51,,,
"WS 1871, 1871",Black Sabbath,Black Sabbath,"Warner Bros. Records, Warner Bros. Records","LP, Album, Pit",,1970,2011391,"LP - 12""",2015-09-24 01:58:37,,,
WQJB-1049,Boredoms,Rebore Vol.1,"Warner Music Japan, A.K.A. Bounce","LP, Comp, Mixed",,2000,1309177,"LP - 12""",2016-08-20 22:05:17,,,
WAP387,Kelela,Hallucinogen,Warp Records,"12"", EP, Ltd",,2015,7802121,"LP - 12""",2016-03-01 02:58:10,,,
WARPLP195,Flying Lotus,Cosmogramma,Warp Records,"2xLP, Album",,2010,2253877,"LP - 12""",2016-02-21 01:32:41,,,
WARPLP233,Broadcast,Berberian Sound Studio,Warp Records,"LP, Album",,2013,4158094,"LP - 12""",2016-05-15 03:46:40,,,
WARPLP237,Mount Kimbie,Cold Spring Fault Less Youth,Warp Records,"2x12"", Album",,2013,4617557,"LP - 12""",2017-12-23 20:00:33,,,
WARPLP251,Chris Clark,Clark,Warp Records,"2xLP, Album",,2014,6078906,"LP - 12""",2020-01-23 08:10:30,,,
WARPLP287X,Kelela,Take Me Apart,Warp Records,"2xLP, Album, Dlx, Ltd, Tra",,2017,10948322,"LP - 12""",2017-10-11 20:50:39,,,No bonus CD.
WARPLP288,Mount Kimbie,Love What Survives,Warp Records,"2xLP, Album",,2017,10821617,"LP - 12""",2017-12-23 20:00:26,,,
"warplp55r, skalp 1",Boards Of Canada,Music Has The Right To Children,"Warp Records, Skam","2xLP, Album, RE, RP",,2013,5006908,"LP - 12""",2016-02-07 06:25:09,,,
WESH10,The Jim Yoshii Pile-Up / Meanest Man Contest,The Jim Yoshii Pile-Up / Meanest Man Contest,Weapon-Shaped,"7""",5,2004,320595,"7""",2015-09-18 04:13:23,,,
WYR ?0409,Cold Cave,Easel And Ruby,What's Your Rupture?,"12"", Single",,2009,1778706,"LP - 12""",2015-09-09 06:44:36,,,
WYR ?0508,Love Is All,A Hundred Things Keep Me Up At Night,What's Your Rupture?,"LP, Album",,2008,1527132,"LP - 12""",2015-10-16 02:27:07,,,
WYR?0113,Parquet Courts,Light Up Gold,What's Your Rupture?,"LP, Album, RP",,0,5438973,"LP - 12""",2015-09-14 02:49:50,,,
WYR?0511,Iceage,New Brigade,What's Your Rupture?,"LP, Album, RE",,2011,2950613,"LP - 12""",2015-09-14 00:58:32,,,
